emp_no,first_name,last_name,birth_date,from_date,to_date,title
412404,Mitsuyuki,Jeansoulin,1/15/65,10/28/99,1/1/99,Senior Engineer
482354,Jayson,Zockler,1/23/65,11/6/99,1/1/99,Staff
79043,Katsuo,Hockney,1/24/65,11/7/99,1/1/99,Technique Leader
458111,Florian,Tramer,1/23/65,11/7/99,1/1/99,Engineer
64023,Laurentiu,Benzmuller,1/11/65,11/8/99,1/1/99,Senior Engineer
478858,Hidekazu,Perna,1/20/65,11/8/99,1/1/99,Staff
498845,Arumugam,Pelc,1/9/65,11/13/99,1/1/99,Senior Engineer
231459,Nectarios,Pramanik,1/28/65,11/18/99,1/1/99,Assistant Engineer
236883,Huan,Olivero,1/27/65,11/19/99,1/1/99,Staff
412757,Leen,Peak,1/3/65,11/20/99,1/1/99,Engineer
492052,Udo,Ratnakar,1/11/65,11/30/99,1/1/99,Staff
429520,Yongqiao,Francisci,1/6/65,12/1/99,1/1/99,Engineer
478218,Djenana,Erol,1/2/65,12/3/99,1/1/99,Engineer
489755,Matk,Chorvat,1/14/65,12/4/99,1/1/99,Staff
488482,Kensyu,Tsunoo,1/30/65,12/5/99,1/1/99,Engineer
275158,Satyanarayana,Brandsma,1/7/65,12/8/99,1/1/99,Engineer
447376,Kirk,Zongker,1/7/65,12/10/99,1/1/99,Staff
446121,Fay,Cochrane,1/11/65,12/13/99,1/1/99,Staff
33025,Jessie,Thorelli,1/12/65,12/16/99,1/1/99,Senior Staff
20248,Vidar,Demri,1/12/65,12/31/99,1/1/99,Staff
496970,Giordano,Maquelin,1/3/65,12/31/99,1/1/99,Senior Engineer
21188,Piyush,Danecki,1/21/65,1/8/00,1/1/99,Engineer
447232,Aleksander,Schaaf,1/22/65,1/10/00,1/1/99,Staff
36844,Hailing,Levergood,1/1/65,1/12/00,1/1/99,Staff
427320,Mamdouh,Ramamoorthy,1/13/65,1/13/00,1/1/99,Senior Engineer
78106,Ashish,Ratnaker,1/9/65,1/17/00,1/1/99,Senior Staff
250452,Alexius,Plavsic,1/14/65,1/17/00,1/1/99,Senior Engineer
246244,George,Casperson,1/9/65,1/20/00,1/1/99,Staff
217080,Masami,Puoti,1/12/65,1/21/00,1/1/99,Senior Engineer
54800,Breannda,Cangellaris,1/13/65,1/27/00,1/1/99,Staff
88411,Lena,Cannane,1/31/65,1/28/00,1/1/99,Engineer
203599,Ewing,DiGiano,1/21/65,2/1/00,1/1/99,Technique Leader
81545,Larisa,Kornyak,1/13/65,2/7/00,1/1/99,Technique Leader
475258,Fumiyo,Feinberg,1/10/65,2/12/00,1/1/99,Senior Staff
236964,Adel,Foote,1/17/65,3/20/00,1/1/99,Staff
93549,Arie,Coullard,2/1/65,3/28/00,1/1/99,Staff
410881,Koichi,Grabner,1/6/65,4/5/00,1/1/99,Senior Engineer
233759,Zissis,Lodder,1/14/65,5/27/00,1/1/99,Engineer
469399,Hongzhu,Ruemmler,1/25/65,6/6/00,1/1/99,Engineer
463472,Jaber,Sethi,1/11/65,6/11/00,1/1/99,Technique Leader
443873,Vatsa,Ramsay,1/20/65,6/16/00,1/1/99,Staff
408163,Irene,Sethi,1/21/65,8/12/00,1/1/99,Senior Engineer
17369,Yaghout,Kenevan,1/31/65,9/15/00,1/1/99,Engineer
83714,Ohad,Kilgore,1/27/65,10/10/00,1/1/99,Senior Engineer
73743,Anneke,Bernardeschi,1/15/65,10/15/00,1/1/99,Engineer
58497,Yechiam,Cairo,1/22/65,10/21/00,1/1/99,Senior Staff
29782,Jouko,Hellwagner,1/29/65,10/23/00,1/1/99,Senior Engineer
205660,Kien,Barreiro,1/27/65,10/24/00,1/1/99,Staff
31909,Murthy,Peek,1/10/65,10/30/00,1/1/99,Engineer
204117,Jessie,Nooteboom,1/10/65,12/13/00,1/1/99,Staff
33722,Anwar,Collette,1/15/65,2/3/01,1/1/99,Senior Engineer
41518,Keung,Schapiro,1/11/65,2/8/01,1/1/99,Senior Engineer
408447,Mayuri,Werthner,1/13/65,2/20/01,1/1/99,Senior Staff
71334,Cathie,Peck,1/15/65,3/4/01,1/1/99,Engineer
467591,Kiyotoshi,Hennebert,1/17/65,3/6/01,1/1/99,Staff
437870,Kerhong,Lorho,1/7/65,3/17/01,1/1/99,Staff
461120,Shietung,Gelosh,1/18/65,4/1/01,1/1/99,Engineer
471939,Kazuhiko,Marshall,1/27/65,6/4/01,1/1/99,Staff
258028,Mountaz,Reinhart,1/7/65,7/3/01,1/1/99,Engineer
463212,Ramya,Rossi,1/9/65,9/2/01,1/1/99,Senior Engineer
32714,Radoslaw,Maliniak,1/16/65,9/18/01,1/1/99,Staff
34780,Moni,Kohling,1/16/65,9/18/01,1/1/99,Staff
438038,Lena,Giaccio,1/1/65,10/3/01,1/1/99,Senior Staff
242019,Herb,Murrill,1/9/65,10/28/01,1/1/99,Senior Engineer
200312,Akemi,Fujisaki,1/27/65,11/13/01,1/1/99,Senior Engineer
241872,Bluma,Fetvedt,1/11/65,11/14/01,1/1/99,Senior Staff
405063,Yechezkel,Yurov,1/26/65,11/16/01,1/1/99,Senior Engineer
94416,Aran,Cesareni,1/1/65,11/20/01,1/1/99,Senior Staff
246798,Tianruo,Strooper,1/9/65,12/7/01,1/1/99,Staff
241292,Uri,Lampe,1/29/65,12/11/01,1/1/99,Senior Staff
292146,Khatoun,Pulkowski,1/9/65,1/9/02,1/1/99,Engineer
272452,Mitsuyuki,Isard,1/10/65,2/27/02,1/1/99,Engineer
422146,Kenton,Miara,1/8/65,3/13/02,1/1/99,Engineer
21546,Yongmin,Lanteri,1/1/65,3/19/02,1/1/99,Senior Staff
402827,Weidon,Pollacia,1/28/65,3/24/02,1/1/99,Staff
239426,Vesna,Fairtlough,1/8/65,5/7/02,1/1/99,Engineer
61253,Cheong,Uhrik,1/9/65,5/9/02,1/1/99,Engineer
490720,Younwoo,Samarati,1/19/65,5/18/02,1/1/99,Senior Engineer
22185,Huai,Birch,1/29/65,6/12/02,1/1/99,Assistant Engineer
109211,Gor,Delgrande,1/11/65,6/18/02,1/1/99,Engineer
418247,Oscar,Oppitz,1/8/65,7/27/02,1/1/99,Senior Staff
